time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-01T14:46:34.490Z,44.4785,-129.8143,10,4.4,mb,,190,4.287,0.81,us,us20002l1f,2015-06-01T23:07:41.601Z,"Off the coast of Oregon",earthquake
2015-06-01T14:41:07.840Z,36.088,70.3573,111.61,4.9,mb,,65,1.05,0.71,us,us20002l1e,2015-06-01T16:46:19.168Z,"37km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake
2015-06-01T14:40:22.370Z,35.8603333,-117.6893333,5.28,2.91,ml,40,36,0.08023,0.18,ci,ci37391776,2015-06-01T18:54:04.592Z,"21km ESE of Little Lake, California",earthquake
2015-06-01T14:18:50.300Z,36.6156,-98.4113,4.333,2.9,ml,,143,,0.35,us,us20002l1g,2015-06-01T15:50:02.012Z,"14km WNW of Helena, Oklahoma",earthquake
2015-06-01T14:07:50.170Z,4.6277,95.5927,80.31,5,mb,,90,1.475,0.76,us,us20002l18,2015-06-01T20:21:51.370Z,"80km NW of Meulaboh, Indonesia",earthquake
2015-06-01T12:57:52.820Z,86.123,31.9611,10,5.2,mb,,26,7.607,1.19,us,us20002l0w,2015-06-02T19:11:45.515Z,"North of Svalbard",earthquake
2015-06-01T12:07:09.000Z,61.81,-149.9128,36.5,2.5,ml,,,,0.62,ak,ak11614344,2015-06-10T02:00:54.234Z,"9km NE of Willow, Alaska",earthquake
2015-06-01T11:57:19.150Z,-18.3025,-71.2205,31.18,5,mb,,97,0.837,1.49,us,us20002l0d,2015-06-02T02:25:57.040Z,"74km S of Ilo, Peru",earthquake
2015-06-01T11:18:01.320Z,-45.7148,170.0667,8.75,4.3,mb,,171,0.784,0.69,us,us20002l46,2015-06-01T22:46:48.583Z,"38km WNW of Dunedin, New Zealand",earthquake
2015-06-01T11:17:48.400Z,18.7989,-65.0179,15,2.8,Md,6,216,0.44915764,0.18,pr,pr15152004,2015-06-01T19:20:24.543Z,"51km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-06-01T11:09:59.730Z,-25.6396,179.6976,476.71,4.7,mb,,73,4.164,1.53,us,us20002l06,2015-06-01T19:12:25.156Z,"South of the Fiji Islands",earthquake
2015-06-01T10:53:28.550Z,63.8516,155.4346,10,4.8,mb,,84,4.83,0.81,us,us20002l0a,2015-06-01T18:56:03.326Z,"145km N of Dukat, Russia",earthquake
2015-06-01T10:46:27.880Z,44.5535,-129.5443,10,5.5,mwp,,171,4.133,1.43,us,us20002l01,2015-06-09T14:58:59.000Z,"Off the coast of Oregon",earthquake
2015-06-01T10:31:36.200Z,19.0077,-65.119,31,3,Md,7,230.4,0.6701432,0.28,pr,pr15152003,2015-06-01T18:34:07.143Z,"76km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-06-01T10:28:46.160Z,-6.1194,130.6412,115.94,5,mb,,50,1.962,1.29,us,us20002kzy,2015-06-01T18:31:31.948Z,"215km NNW of Saumlaki, Indonesia",earthquake
2015-06-01T09:08:44.000Z,50.6307,-174.3334,137.1,2.6,ml,,,,0.79,ak,ak11614262,2015-06-10T02:00:35.353Z,"174km S of Atka, Alaska",earthquake
2015-06-01T08:57:19.660Z,-3.966,98.9898,10,4.6,mb,,119,3.974,1.48,us,us20002kxy,2015-06-01T17:04:41.132Z,"263km S of Muara Siberut, Indonesia",earthquake
2015-06-01T08:39:37.000Z,59.4394,-135.0378,11.5,2.8,ml,,,,0.89,ak,ak11614255,2015-06-01T17:23:45.270Z,"15km E of Skagway, Alaska",earthquake
2015-06-01T08:24:21.500Z,19.0736,-64.3298,7,2.9,Md,4,309.6,0.34135981,0.21,pr,pr15152001,2015-06-01T16:26:50.579Z,"78km NNE of Road Town, British Virgin Islands",earthquake
2015-06-01T08:02:41.400Z,19.117,-66.4627,23,2.7,Md,10,284.4,0.63870217,0.23,pr,pr15152000,2015-06-01T16:05:14.651Z,"72km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-06-01T07:01:20.820Z,44.5346,-129.7551,10,4.3,mb,,197,4.61,0.68,us,us20002kxd,2015-06-01T15:03:52.004Z,"Off the coast of Oregon",earthquake
2015-06-01T06:52:41.400Z,44.4354,-129.7676,10,5.8,mwp,,161,4.241,1.05,us,us20002kxa,2015-06-09T14:58:58.000Z,"Off the coast of Oregon",earthquake
2015-06-01T06:27:53.000Z,53.5135,-160.8017,39.6,2.5,ml,6,277.199977824002,,0.79,ak,ak11622196,2015-06-10T01:59:01.135Z,"163km SSW of Chernabura Island, Alaska",earthquake
2015-06-01T05:36:19.000Z,53.1484,-166.6375,25.7,2.9,ml,18,223.199982144001,,0.41,ak,ak11614190,2015-06-10T01:58:42.707Z,"80km S of Unalaska, Alaska",earthquake
2015-06-01T04:49:54.000Z,52.7111,-169.4501,8.4,3.2,ml,20,205.199983584001,,0.47,ak,ak11614182,2015-06-10T01:58:41.375Z,"46km WSW of Nikolski, Alaska",earthquake
2015-06-01T03:12:32.000Z,52.8303,-169.5079,4.9,2.9,ml,11,179.999985600001,,0.49,ak,ak11614167,2015-06-10T01:58:38.916Z,"44km WSW of Nikolski, Alaska",earthquake
2015-06-01T01:44:01.300Z,35.9146,-97.3094,5.08,2.5,ml,,79,,0.81,us,us20002l1i,2015-06-03T00:15:00.085Z,"5km SW of Langston, Oklahoma",earthquake
2015-06-01T01:06:17.220Z,51.8125,178.5012,107.06,4.5,mb,,90,0.662,1.09,us,us20002kwt,2015-06-10T01:59:35.989Z,"15km S of Little Sitkin Island, Alaska",earthquake
2015-06-01T00:49:19.360Z,44.0592,146.9333,113.47,4.1,mb,,177,3.127,1.31,us,us20002kwr,2015-06-06T03:00:11.702Z,"33km NNE of Shikotan, Russia",earthquake
2015-06-01T00:49:18.430Z,-7.1631,155.5615,100.54,4.6,mb,,57,4.488,0.75,us,us20002kws,2015-06-05T03:01:52.209Z,"94km S of Panguna, Papua New Guinea",earthquake
2015-06-01T00:49:07.000Z,51.5314,178.5496,57.2,3,ml,13,248.399980128001,,0.39,ak,ak11614134,2015-06-10T01:59:01.793Z,"46km S of Little Sitkin Island, Alaska",earthquake
2015-06-01T00:43:10.000Z,52.8701,-169.5114,3.3,2.9,ml,10,161.999987040001,,0.31,ak,ak11614128,2015-06-10T01:59:22.542Z,"43km W of Nikolski, Alaska",earthquake
2015-06-01T00:31:58.720Z,42.8513,18.6786,10,4,mb,,28,0.601,0.84,us,us20002kwm,2015-06-06T03:48:37.565Z,"20km E of Bileca, Bosnia and Herzegovina",earthquake
2015-06-01T00:02:29.890Z,29.8745,50.706,10,4.4,mb,,70,6.926,0.59,us,us20002kwk,2015-06-01T08:05:07.488Z,"37km NNE of Bandar-e Ganaveh, Iran",earthquake
2015-05-31T23:32:55.000Z,52.7211,-169.5131,11.8,4.3,mb,,,,1.01,us,us20002kwd,2015-06-08T19:28:14.521Z,"49km WSW of Nikolski, Alaska",earthquake
2015-05-31T23:00:27.000Z,58.2361,-151.2388,48.8,2.5,ml,,,,0.53,ak,ak11614055,2015-06-08T19:29:26.898Z,"83km NE of Kodiak, Alaska",earthquake
2015-05-31T21:59:48.030Z,19.3015,-155.2126667,8.86,3.6,ml,51,109,0.02312,0.08,hv,hv60950356,2015-06-01T17:46:57.184Z,"14km S of Volcano, Hawaii",earthquake
2015-05-31T20:51:52.000Z,52.3597,-175.4347,241.6,2.6,ml,,,,0.4,ak,ak11613941,2015-06-09T00:37:59.558Z,"86km WNW of Atka, Alaska",earthquake
2015-05-31T20:45:51.090Z,22.704,142.9346,150.71,4.8,mb,,104,4.425,1.15,us,us20002kv1,2015-06-01T04:48:27.866Z,"282km SE of Iwo Jima, Japan",earthquake
2015-05-31T18:44:20.040Z,23.7804,-108.6279,10,4.6,mb,,186,4.131,1.28,us,us20002kue,2015-06-02T01:10:11.849Z,"135km NE of San Jose del Cabo, Mexico",earthquake
2015-05-31T18:07:49.490Z,51.319,178.2227,38.14,5.1,mb,,146,0.678,0.97,us,us20002kua,2015-06-08T19:28:03.692Z,"72km SSW of Little Sitkin Island, Alaska",earthquake
2015-05-31T17:22:01.100Z,18.9885,-64.382,25,2.7,Md,7,284.4,0.26140975,0.23,pr,pr15151003,2015-06-01T01:24:56.267Z,"67km NNE of Road Town, British Virgin Islands",earthquake
2015-05-31T16:55:52.440Z,33.3183,71.4407,49.17,4.5,mb,,225,1.563,0.79,us,us20002ku4,2015-06-01T00:59:02.469Z,"11km SE of Lachi, Pakistan",earthquake
2015-05-31T16:09:32.000Z,60.4067,-150.8482,59.9,2.6,ml,,,,0.62,ak,ak11613767,2015-06-08T19:39:39.861Z,"14km SE of Soldotna, Alaska",earthquake
2015-05-31T16:08:27.090Z,-19.9243,-70.976,20,4.9,mwr,,141,0.865,1.16,us,us20002ktz,2015-06-01T00:10:57.561Z,"93km WNW of Iquique, Chile",earthquake
2015-05-31T15:40:39.850Z,-3.0926,130.064,34.77,4.5,mb,,59,2.188,0.76,us,us20002kty,2015-05-31T23:43:19.497Z,"130km ENE of Amahai, Indonesia",earthquake
2015-05-31T15:07:40.920Z,38.0755,-112.3968333,3.96,3.17,ml,31,72,0.171,0.26,uu,uu60112622,2015-06-01T21:10:02.511Z,"23km SW of Junction, Utah",earthquake
2015-05-31T14:41:07.490Z,-1.173,146.3358,10,4.6,mb,,72,1.344,1.13,us,us20002kts,2015-05-31T22:43:44.730Z,"140km NW of Lorengau, Papua New Guinea",earthquake
2015-05-31T13:02:56.460Z,33.3135,-116.2816667,13.23,3.59,mw,128,20,0.07277,0.2,ci,ci37390968,2015-06-05T17:04:25.664Z,"11km NE of Borrego Springs, California",earthquake
2015-05-31T13:01:08.810Z,51.5292,178.8637,67.35,4.4,mb,,123,0.312,1.02,us,us20002ktq,2015-06-08T19:28:05.492Z,"52km SSE of Little Sitkin Island, Alaska",earthquake
2015-05-31T12:54:17.000Z,52.5192,-174.1713,206.6,2.6,ml,,,,0.39,ak,ak11620376,2015-06-08T19:39:15.855Z,"36km N of Atka, Alaska",earthquake
2015-05-31T12:48:30.370Z,30.1941,69.8195,29.05,4.4,mb,,116,4.383,0.9,us,us20002ktn,2015-05-31T20:50:59.909Z,"43km NE of Barkhan, Pakistan",earthquake
2015-05-31T10:37:44.620Z,-1.1108,146.4025,32.53,4.7,mb,,62,1.336,0.72,us,us20002ktg,2015-05-31T18:40:14.221Z,"139km NW of Lorengau, Papua New Guinea",earthquake
2015-05-31T10:12:29.000Z,51.5688,178.9423,71.1,3.5,ml,,,,0.67,ak,ak11613611,2015-06-08T19:29:46.646Z,"51km SE of Little Sitkin Island, Alaska",earthquake
2015-05-31T08:46:17.550Z,28.2374,139.7546,427.36,4.4,mb,,40,2.436,0.55,us,us20002ksk,2015-05-31T11:50:35.872Z,"274km WNW of Chichi-shima, Japan",earthquake
2015-05-31T07:40:00.720Z,20.1005001,-156.1419983,7.81,3.07,ml,54,190,,0.29,hv,hv60949891,2015-05-31T15:42:35.165Z,"35km WSW of Hawi, Hawaii",earthquake
2015-05-31T07:16:31.660Z,19.3018341,-155.3828278,4.84,2.56,ml,55,96,0.03151,0.28,hv,hv60949871,2015-05-31T15:19:06.548Z,"14km NE of Pahala, Hawaii",earthquake
2015-05-31T06:40:58.010Z,-7.3223,154.7795,35,5,mb,,72,4.055,1.07,us,us20002ksc,2015-05-31T14:43:38.696Z,"135km SW of Panguna, Papua New Guinea",earthquake
2015-05-31T05:44:31.000Z,56.7208,-156.6363,82.6,3.4,ml,,,,0.84,ak,ak11613459,2015-06-09T00:38:20.068Z,"117km NNW of Chirikof Island, Alaska",earthquake
2015-05-31T05:22:16.000Z,52.0804,179.655,173.4,2.7,ml,,,,0.35,ak,ak11613458,2015-06-09T00:37:40.291Z,"14km NNE of Semisopochnoi Island, Alaska",earthquake
2015-05-31T03:13:33.470Z,51.6729,179.3884,107.75,4.3,mb,,107,0.301,0.98,us,us20002krw,2015-06-09T00:37:25.997Z,"34km SSW of Semisopochnoi Island, Alaska",earthquake
2015-05-31T02:37:34.000Z,50.9464,-179.8641,10.2,2.8,ml,,,,0.53,ak,ak11613412,2015-06-08T19:28:36.366Z,"63km WSW of Amatignak Island, Alaska",earthquake
2015-05-31T02:30:11.000Z,56.537,-156.3455,76.3,2.5,ml,,,,0.43,ak,ak11613410,2015-06-08T19:28:13.386Z,"91km NNW of Chirikof Island, Alaska",earthquake
2015-05-31T02:24:02.000Z,51.4224,179.2176,52.9,2.6,ml,,,,0.24,ak,ak11613409,2015-06-08T19:28:55.556Z,"64km SSW of Semisopochnoi Island, Alaska",earthquake
2015-05-31T02:06:26.400Z,17.9225,-65.3975,6,2.8,Md,12,165.6,0.22637545,0.28,pr,pr15151000,2015-05-31T10:09:04.582Z,"20km SSE of Esperanza, Puerto Rico",earthquake
2015-05-30T22:36:29.000Z,19.271,-64.8052,57,3.1,Md,5,262.8,0.69978761,0.25,pr,pr15150008,2015-05-31T06:39:07.590Z,"96km NNW of Road Town, British Virgin Islands",earthquake
2015-05-30T22:20:29.000Z,62.9058,-148.7801,66.3,2.5,ml,,,,0.44,ak,ak11613139,2015-06-05T00:27:04.371Z,"54km S of Cantwell, Alaska",earthquake
2015-05-30T22:12:50.000Z,53.9404,-163.055,13.7,2.9,ml,,,,0.65,ak,ak11613045,2015-06-05T00:29:11.578Z,"104km SSE of False Pass, Alaska",earthquake
2015-05-30T22:03:33.000Z,53.9941,-163.0244,26.9,3.3,ml,,,,0.54,ak,ak11613043,2015-06-05T00:28:28.174Z,"98km SSE of False Pass, Alaska",earthquake
2015-05-30T21:15:27.080Z,13.0433,146.0089,35.44,4.8,mb,,169,1.235,0.65,us,us20002kqt,2015-05-31T05:17:59.470Z,"132km ESE of Yigo Mayor's Office, Guam",earthquake
2015-05-30T21:10:24.050Z,37.053,-97.9219,5,3.1,mb_lg,,64,0.148,0.44,us,us20002kqk,2015-05-31T04:14:59.332Z,"14km SE of Anthony, Kansas",earthquake
2015-05-30T20:57:23.250Z,-4.8095,103.0508,57.18,5.3,mb,,27,2.508,1.11,us,us20002kqi,2015-05-31T15:57:56.790Z,"82km WNW of Kuripan, Indonesia",earthquake
2015-05-30T20:51:16.450Z,-8.8617,110.2108,86.45,4.8,mb,,70,0.992,1.22,us,us20002kqg,2015-05-31T23:08:16.792Z,"101km S of Bambanglipuro, Indonesia",earthquake
2015-05-30T20:36:18.910Z,38.4311,73.0255,106.89,5.4,mb,,43,1.404,1.08,us,us20002kq7,2015-05-30T21:08:50.008Z,"78km SW of Karakul, Tajikistan",earthquake
2015-05-30T20:19:29.800Z,19.5814,-64.9253,20,2.8,Md,3,302.4,1.01509627,0.28,pr,pr15150005,2015-05-31T04:22:03.903Z,"132km NNW of Road Town, British Virgin Islands",earthquake
2015-05-30T18:49:07.410Z,30.7611,143.0265,10.12,6.2,mww,,14,3.601,0.8,us,us20002kpm,2015-06-09T14:58:56.000Z,"Izu Islands, Japan region",earthquake
2015-05-30T18:41:05.100Z,19.187,-64.7033,78,2.9,Md,5,270,0.57402347,0.27,pr,pr15150003,2015-06-02T16:25:08.040Z,"85km N of Road Town, British Virgin Islands",earthquake
2015-05-30T18:36:45.700Z,19.277,-66.126,64,2.8,Md,9,277.2,0.88124729,0.18,pr,pr15150006,2015-06-02T16:22:22.040Z,"89km N of San Juan, Puerto Rico",earthquake
2015-05-30T18:33:25.900Z,19.3472,-64.8277,25,2.7,Md,4,291.6,0.77255114,0.25,pr,pr15150004,2015-06-02T16:19:51.040Z,"105km NNW of Road Town, British Virgin Islands",earthquake
2015-05-30T18:32:12.600Z,19.2966,-66.222,38,3.1,Md,4,288,1.0698935,0.31,pr,pr15150009,2015-06-02T16:14:10.040Z,"92km N of San Juan, Puerto Rico",earthquake
2015-05-30T18:05:29.000Z,54.5358,-161.9035,23.8,2.5,ml,,,,0.44,ak,ak11612476,2015-06-05T00:30:48.818Z,"89km SE of Cold Bay, Alaska",earthquake
2015-05-30T17:40:09.080Z,-7.4036,156.1517,61.15,4.7,mb,,92,4.265,0.97,us,us20002kph,2015-06-02T16:07:18.087Z,"95km SSW of Chirovanga, Solomon Islands",earthquake
2015-05-30T17:22:39.200Z,24.8892,141.396,139.56,4.8,mb,,83,2.309,1.19,us,us20002kpe,2015-06-02T15:57:57.742Z,"13km NNE of Iwo Jima, Japan",earthquake
2015-05-30T17:18:36.190Z,-15.7301,-173.3954,23.7,5.9,mb,,44,2.392,0.94,us,us20002kp6,2015-06-09T14:58:55.000Z,"45km ENE of Hihifo, Tonga",earthquake
2015-05-30T17:10:27.760Z,-0.4928,135.6301,50.67,5,mb,,24,4.15,0.99,us,us20002kp2,2015-06-02T15:12:46.972Z,"177km ENE of Manokwari, Indonesia",earthquake
2015-05-30T16:44:19.920Z,36.4521,71.0666,234.85,4.6,mb,,60,0.779,0.95,us,us20002knx,2015-05-31T03:39:21.369Z,"49km WSW of Ashkasham, Afghanistan",earthquake
2015-05-30T16:28:20.720Z,27.7716,84.939,28.75,4.2,mb,,168,0.339,0.97,us,us20002knv,2015-06-02T13:30:04.082Z,"34km WNW of Kirtipur, Nepal",earthquake
2015-05-30T16:15:58.900Z,19.2269,-64.6065,58,2.9,Md,8,270,0.55875211,0.2,pr,pr15150002,2015-05-31T00:18:27.362Z,"89km N of Road Town, British Virgin Islands",earthquake
2015-05-30T16:10:20.000Z,56.5929,-156.4501,64.8,2.6,ml,,,,0.37,ak,ak11612255,2015-06-05T00:26:44.808Z,"99km NNW of Chirikof Island, Alaska",earthquake
2015-05-30T15:48:03.800Z,19.6187,-66.0932,91,3.3,Md,3,309.6,1.51186462,0.15,pr,pr15150001,2015-05-30T23:51:12.968Z,"127km N of San Juan, Puerto Rico",earthquake
2015-05-30T14:45:00.000Z,53.3414,-163.6226,0.5,3.4,ml,,,,0.7,ak,ak11612115,2015-06-05T00:28:08.541Z,"167km ESE of Akutan, Alaska",earthquake
2015-05-30T14:23:30.160Z,2.2026,-84.4457,34.25,4.6,mb,,178,6.303,0.7,us,us20002knm,2015-05-31T17:55:54.702Z,"Off the coast of Central America",earthquake
2015-05-30T13:20:31.000Z,51.9475,-179.2031,226.4,2.7,ml,,,,0.5,ak,ak11617205,2015-06-05T01:49:07.338Z,"73km W of Tanaga Volcano, Alaska",earthquake
2015-05-30T13:09:37.000Z,51.4197,-178.2807,45,3,ml,,,,0.48,ak,ak11611970,2015-06-05T00:28:50.964Z,"52km S of Tanaga Volcano, Alaska",earthquake
2015-05-30T11:23:02.780Z,27.8312,140.4932,677.56,7.8,mwp,,28,1.671,0.67,us,us20002ki3,2015-06-09T14:58:54.000Z,"189km WNW of Chichi-shima, Japan",earthquake
2015-05-30T11:21:40.090Z,37.0346,-97.9128,5,3.8,mb_lg,,66,0.165,0.76,us,us20002ki2,2015-06-01T03:52:19.530Z,"16km SE of Anthony, Kansas",earthquake
2015-05-30T11:06:28.000Z,58.3376,-137.013,5,2.6,ml,,,,0.93,ak,ak11611779,2015-06-05T01:49:44.462Z,"75km W of Gustavus, Alaska",earthquake
2015-05-30T09:47:57.000Z,56.5318,-156.3942,75.6,2.5,ml,,,,0.34,ak,ak11617187,2015-06-05T00:32:13.843Z,"92km NNW of Chirikof Island, Alaska",earthquake
2015-05-30T09:35:32.420Z,51.8486,178.2793,119.07,4,mb,,158,0.792,0.72,us,us20002khx,2015-06-05T00:25:53.996Z,"19km SW of Little Sitkin Island, Alaska",earthquake
2015-05-30T09:21:50.650Z,44.7571,150.0445,35,5,mb,,116,5.374,0.86,us,us20002khw,2015-05-30T17:24:26.229Z,"178km ESE of Kuril'sk, Russia",earthquake
2015-05-30T08:45:52.400Z,54.5359,164.7775,29.54,4.5,mb,,133,3.938,0.74,us,us20002khs,2015-05-30T16:48:30.095Z,"106km SW of Nikol'skoye, Russia",earthquake
2015-05-30T08:08:43.000Z,51.9518,-171.3007,20.4,3.8,ml,,,,0.61,ak,ak11611638,2015-06-05T00:27:48.657Z,"59km S of Amukta Island, Alaska",earthquake
2015-05-30T07:34:25.000Z,54.5443,-161.5302,3.4,2.6,ml,,,,0.56,ak,ak11617171,2015-06-05T00:29:49.413Z,"104km SE of Cold Bay, Alaska",earthquake
2015-05-30T06:48:45.000Z,51.7951,178.6028,92.3,2.7,ml,,,,0.31,ak,ak11611587,2015-06-05T01:49:25.662Z,"18km SSE of Little Sitkin Island, Alaska",earthquake
2015-05-30T06:48:28.200Z,11.7083,43.1639,9.37,4.7,mb,,107,0.357,0.78,us,us20002khe,2015-05-30T18:52:10.581Z,"13km N of Djibouti, Djibouti",earthquake
2015-05-30T06:26:08.020Z,1.1936,-79.3641,31.85,5.3,mb,,80,1.317,0.89,us,us20002kha,2015-05-31T15:23:31.000Z,"42km W of Valdez, Ecuador",earthquake
2015-05-30T05:23:56.760Z,33.8778333,-116.15,7.75,3.7,ml,104,39,0.05133,0.19,ci,ci37390168,2015-06-03T00:53:02.888Z,"18km NNE of Indio, California",earthquake
2015-05-30T05:19:03.730Z,-5.7604,151.9249,53.42,4.8,mb,,73,1.577,0.66,us,us20002kh3,2015-05-30T13:21:46.963Z,"160km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-30T04:56:19.000Z,52.1995,-169.3672,32.6,2.6,ml,,,,0.58,ak,ak11611541,2015-06-05T00:26:24.729Z,"88km SSW of Nikolski, Alaska",earthquake
2015-05-30T04:40:06.000Z,56.4755,-156.4605,75.4,4.9,mb,,,,0.83,ak,ak11611512,2015-06-05T01:48:48.913Z,"101km NW of Chirikof Island, Alaska",earthquake
2015-05-30T02:45:07.660Z,19.2993336,-155.2144928,8.79,2.62,ml,60,109,0.0204,0.26,hv,hv60948921,2015-05-30T10:47:37.092Z,"14km S of Volcano, Hawaii",earthquake
2015-05-30T02:37:33.170Z,25.2794,128.6386,10,4.7,mb,,126,1.584,1.11,us,us20002kgl,2015-05-30T10:40:07.317Z,"135km SE of Itoman, Japan",earthquake
2015-05-30T01:56:17.310Z,40.1381,21.7768,5.05,4.2,mb,,68,0.547,0.63,us,us20002kge,2015-05-30T09:59:02.805Z,"4km SW of Aiani, Greece",earthquake
2015-05-30T01:40:22.450Z,7.3378,123.8419,596.86,4.5,mb,,61,1.744,0.89,us,us20002kgc,2015-05-30T09:42:54.647Z,"21km W of Litayan, Philippines",earthquake
2015-05-30T01:26:28.110Z,9.953,57.0379,10,4.4,mb,,181,3.932,0.65,us,us20002kgb,2015-05-30T09:28:59.753Z,"Carlsberg Ridge",earthquake
2015-05-30T00:41:14.690Z,38.462,-88.3561667,25.85,3.4,mlg,23,63,0.08472,0.3,nm,nm60008708,2015-06-09T20:45:51.957Z,"9km N of Fairfield, Illinois",earthquake
2015-05-30T00:04:45.590Z,34.5823,90.9881,10,4.8,mb,,72,4.866,0.66,us,us20002kg5,2015-05-31T23:11:36.220Z,"137km WNW of Tanggulashan, China",earthquake
2015-05-29T23:44:15.100Z,18.9416,-65.2656,12,2.6,Md,3,320.4,0.62971901,0.05,pr,pr15149004,2015-06-05T04:34:05.040Z,"70km N of Culebra, Puerto Rico",earthquake
2015-05-29T22:56:37.000Z,53.5487,-163.2863,63.8,2.5,ml,,280,,0.45,us,us20002lsj,2015-06-06T03:14:35.333Z,"145km S of False Pass, Alaska",earthquake
2015-05-29T22:21:46.670Z,52.009,-173.332,67.4,2.7,ml,,,,0.55,us,us20002lsi,2015-06-06T03:06:34.395Z,"63km ESE of Atka, Alaska",earthquake
2015-05-29T22:21:46.000Z,52.0086,-173.3315,67.4,2.7,ml,,197,,0.69,us,us20002luh,2015-06-06T03:36:08.498Z,"63km ESE of Atka, Alaska",earthquake
2015-05-29T21:56:17.200Z,19.3682,-64.7062,24,3.1,Md,3,295.2,0.72673706,0.07,pr,pr15149005,2015-06-05T04:43:07.040Z,"105km N of Road Town, British Virgin Islands",earthquake
2015-05-29T21:45:35.730Z,36.7026667,-121.3338333,3.05,2.65,md,56,45,0.05947,0.07,nc,nc72457421,2015-06-01T17:46:05.763Z,"12km SSE of Ridgemark, California",earthquake
2015-05-29T21:26:36.960Z,-5.647,130.9758,97.62,4.3,mb,,128,2.342,1.14,us,us20002kfi,2015-05-31T22:59:36.647Z,"196km W of Tual, Indonesia",earthquake
2015-05-29T20:38:07.000Z,55.5259,-158.1246,40.7,2.5,ml,8,197.999984160001,,0.85,ak,ak11616407,2015-06-03T22:49:48.000Z,"90km SSE of Chignik Lake, Alaska",earthquake
2015-05-29T18:18:21.000Z,56.5555,-156.4051,68.2,2.7,ml,14,154.799987616001,,0.7,ak,ak11610909,2015-06-03T22:47:03.454Z,"94km NNW of Chirikof Island, Alaska",earthquake
2015-05-29T16:06:47.470Z,36.0902,139.834,55.74,4.8,mb,,103,0.32,1.23,us,us20002kdj,2015-05-31T04:00:56.624Z,"3km ESE of Sakai, Japan",earthquake
2015-05-29T15:07:16.000Z,52.4007,-169.7709,84.5,2.5,ml,8,298.799976096002,,0.75,ak,ak11616382,2015-06-03T22:51:33.828Z,"67km ESE of Yunaska Island, Alaska",earthquake
2015-05-29T13:22:08.000Z,56.5839,-156.4572,53.2,3.1,ml,44,151.199987904001,,0.66,ak,ak11610508,2015-06-03T22:46:43.338Z,"99km NNW of Chirikof Island, Alaska",earthquake
2015-05-29T13:18:58.900Z,18.603,-66.747,13,2.8,Md,10,216,0.2407485,0.31,pr,pr15149001,2015-05-29T21:21:28.346Z,"14km NNW of Arecibo, Puerto Rico",earthquake
2015-05-29T12:38:43.000Z,51.056,179.9977,14.3,3.4,ml,13,237.599980992002,,0.78,ak,ak11610441,2015-06-03T22:48:06.664Z,"66km WSW of Amatignak Island, Alaska",earthquake
2015-05-29T12:36:06.270Z,51.2634,-179.9672,65.53,4.9,mb,,182,1.853,0.86,us,us20002kbq,2015-06-03T22:46:10.098Z,"59km W of Amatignak Island, Alaska",earthquake
2015-05-29T12:33:30.490Z,-7.0514,126.9603,377.12,4.4,mb,,42,3.783,0.57,us,us20002kbn,2015-05-29T20:36:12.161Z,"226km NE of Dili, East Timor",earthquake
2015-05-29T11:36:17.000Z,56.5484,-156.3789,61.4,3.9,ml,111,154.799987616001,,0.81,ak,ak11610361,2015-06-03T22:46:22.165Z,"93km NNW of Chirikof Island, Alaska",earthquake
2015-05-29T11:08:40.500Z,35.9901,-96.7949,4.857,2.7,ml,,74,,0.61,us,us20002kdf,2015-05-31T21:47:30.123Z,"2km WNW of Cushing, Oklahoma",earthquake
2015-05-29T11:02:10.000Z,62.4564,-151.417,84.5,2.5,ml,68,46.7999962560003,,0.51,ak,ak11610350,2015-06-03T22:51:15.227Z,"69km WNW of Talkeetna, Alaska",earthquake
2015-05-29T10:28:01.000Z,56.5404,-156.4173,62.2,2.9,ml,19,154.799987616001,,0.66,ak,ak11610343,2015-06-03T22:55:41.402Z,"93km NNW of Chirikof Island, Alaska",earthquake
2015-05-29T09:59:59.800Z,27.9587,84.7605,10,4.8,mb,,42,0.549,1.06,us,us20002kau,2015-06-04T07:26:08.056Z,"44km NE of Bharatpur, Nepal",earthquake
2015-05-29T09:40:37.000Z,56.6001,-156.4512,59.5,3,ml,25,151.199987904001,,0.37,ak,ak11610293,2015-06-03T22:55:22.939Z,"100km NNW of Chirikof Island, Alaska",earthquake
2015-05-29T08:47:16.950Z,33.1656667,-116.1168333,12.26,2.87,ml,77,26,0.1181,0.21,ci,ci37389632,2015-05-30T05:50:33.052Z,"3km NNE of Ocotillo Wells, California",earthquake
2015-05-29T08:40:13.090Z,-47.3632,99.9995,10,5.1,mb,,82,19.028,0.74,us,us20002ka2,2015-06-09T14:58:53.000Z,"Southeast Indian Ridge",earthquake
2015-05-29T08:11:29.000Z,52.5638,-169.2718,40.1,2.5,ml,8,255.599979552002,,0.42,ak,ak11616327,2015-06-03T22:50:56.284Z,"49km SSW of Nikolski, Alaska",earthquake
